"","t","i","a","s","open","completed","carried","c_a"
"517",6,17,0.911814785035236,"C_999",38557,15774,42286,0.29033148662826
"518",7,17,0.924095660263777,"C_999",33772,15163,36546,0.309860018391744
"519",8,17,0.934201287302516,"C_999",31931,10284,34180,0.24361009119981
"520",9,17,0.943649453381922,"C_999",31851,14710,33753,0.315929640686411
"521",10,17,0.841544864969509,"C_999",26082,14707,30993,0.360562896859447
"522",11,17,0.854093500570125,"C_999",18726,13725,21925,0.422945363779236
"523",12,17,0.854543380297758,"C_999",14981,7505,17531,0.333763230454505
"524",13,17,0.834499360565711,"C_999",22186,10976,26586,0.330981243592063
"525",14,17,0.819504578039605,"C_999",23092,11652,28178,0.335367257655998
"526",15,17,0.870400521002931,"C_999",18711,12834,21497,0.406847360912981
"527",16,17,0.801367297246675,"C_999",17114,11227,21356,0.396139868035708
"528",17,17,0.537956448911223,"C_999",8029,14001,14925,0.635542442124376
"529",18,17,0.561930577516753,"C_999",7463,8141,13281,0.521725198667009
"530",19,17,0.49737004950495,"C_999",6430,7457,12928,0.536977028875927
"531",20,17,0.460405475654133,"C_999",5314,5148,11542,0.492066526476773
"532",21,17,0.491804755043228,"C_999",5461,6868,11104,0.557060588855544
"533",22,17,0.425052594670407,"C_999",4849,6082,11408,0.556399231543317
"534",23,17,0.360091192704584,"C_999",3001,6173,8334,0.672879877915849
"535",24,17,0.450387847446671,"C_999",2787,3478,6188,0.555147645650439
"536",25,17,0.482146607855493,"C_999",4591,4717,9522,0.506768371293511
"537",26,17,0.393086513033623,"C_999",4162,5526,10588,0.570396366639141
"538",27,17,0.500379362670713,"C_999",3957,4656,7908,0.54057819575061
"539",28,17,0.511504243787708,"C_999",5002,4366,9779,0.466054654141759
"540",29,17,0.47870528109029,"C_999",5058,5722,10566,0.530797773654917
"541",0,18,NA,"C_999",23780,9795,NA,0.291734921816828
"542",1,18,1,"C_999",15792,10316,15588,0.395127930136357
"543",2,18,0.859818505780467,"C_999",20750,12293,24133,0.372030384650304
"544",3,18,0.883956536870191,"C_999",22860,12386,25861,0.351415763490893
"545",4,18,0.939354894128763,"C_999",21871,12345,23283,0.360796118774842
"546",5,18,0.882930042293559,"C_999",25469,11875,28846,0.317989502999143
"547",6,18,0.917519590596514,"C_999",22949,12723,25012,0.356666292890783
"548",7,18,0.887711189034109,"C_999",22278,13461,25096,0.376647360026861
"549",8,18,0.915339136147151,"C_999",22294,9416,24356,0.296941028066856
"550",9,18,0.841070214625619,"C_999",17321,11337,20594,0.395596343080466
"551",10,18,0.790921862132442,"C_999",16327,11208,20643,0.407045578354821
"552",11,18,0.841865079365079,"C_999",12729,10962,15120,0.462707357224262
"553",12,18,0.9233007140968,"C_999",10473,7383,11343,0.413474462365591
"554",13,18,1,"C_999",9263,5994,8987,0.392868847086583
"555",14,18,0.810620903992973,"C_999",11998,7385,14801,0.381003972553268
"556",15,18,0.853188929001203,"C_999",12053,8965,14127,0.426539156913122
"557",16,18,0.880084667771029,"C_999",9563,7845,10866,0.450654871323529
"558",17,18,0.550789064236497,"C_999",4956,8116,8998,0.620869033047736
"559",18,18,0.928681771369722,"C_999",3607,4145,3884,0.534700722394221
"560",19,18,0.783012134189864,"C_999",3291,3260,4203,0.497633949015418
"561",20,18,0.771369186801767,"C_999",2969,2581,3849,0.465045045045045
"562",21,18,0.894495412844037,"C_999",2340,2698,2616,0.535529972211195
"563",22,18,0.689699296225208,"C_999",2156,2335,3126,0.519928746381652
"564",23,18,0.616822429906542,"C_999",1584,2281,2568,0.590168175937904
"565",24,18,0.912302839116719,"C_999",1446,1416,1585,0.49475890985325
"566",25,18,0.979513444302177,"C_999",1530,1225,1562,0.44464609800363
"567",26,18,0.692086330935252,"C_999",1924,1811,2780,0.484872824631861
"568",27,18,0.931715343480049,"C_999",2265,1731,2431,0.433183183183183
"569",28,18,0.887257019438445,"C_999",2054,1642,2315,0.444264069264069
"570",29,18,0.794718309859155,"C_999",2257,2162,2840,0.489250961756053
"571",0,19,NA,"C_999",12793,8312,NA,0.393840322198531
"572",1,19,0.800760167236792,"C_999",10534,10625,13155,0.502150385178884
"573",2,19,0.868217054263566,"C_999",7168,7536,8256,0.512513601741023
"574",3,19,0.737296110414053,"C_999",9402,7998,12752,0.459655172413793
"575",4,19,0.851171402122054,"C_999",11953,8817,14043,0.424506499759268
"576",5,19,0.891044160132068,"C_999",10795,9756,12115,0.474721424748187
"577",6,19,0.813028712565607,"C_999",13167,9274,16195,0.41326144111225
"578",7,19,0.86836447825368,"C_999",10502,10855,12094,0.508264269326216
"579",8,19,0.867549223842484,"C_999",12910,7397,14881,0.364258630029054
"580",9,19,0.887708168120539,"C_999",11194,9684,12610,0.463837532330683
"581",10,19,0.782258918175082,"C_999",7390,7874,9447,0.51585429769392
"582",11,19,0.713001383125864,"C_999",6186,7651,8676,0.552937775529378
"583",12,19,0.84041184041184,"C_999",5877,5736,6993,0.493929217256523
"584",13,19,0.88273352203801,"C_999",4366,5527,4946,0.558677853027393
"585",14,19,0.707342295760083,"C_999",4104,3461,5802,0.457501652346332
"586",15,19,0.751818181818182,"C_999",4962,5398,6600,0.521042471042471
"587",16,19,0.772529069767442,"C_999",5315,5173,6880,0.493230358504958
"588",17,19,0.57027089604075,"C_999",2463,5244,4319,0.68042039704165
"589",18,19,0.895491803278688,"C_999",2185,2516,2440,0.535205275473304
"590",19,19,0.909369259032456,"C_999",1485,1974,1633,0.570685169124024
"591",20,19,0.803634528016153,"C_999",1592,1310,1981,0.451412818745693
"592",21,19,1,"C_999",1395,1620,1349,0.537313432835821
"593",22,19,0.917376490630324,"C_999",1077,1166,1174,0.519839500668747
"594",23,19,0.806111696522655,"C_999",765,1207,949,0.612068965517241
"595",24,19,1,"C_999",865,753,831,0.465389369592089
"596",25,19,1,"C_999",818,798,648,0.493811881188119
"597",26,19,0.915690866510539,"C_999",782,676,854,0.463648834019204
"598",27,19,1,"C_999",1119,929,995,0.45361328125
"599",28,19,0.953328232593726,"C_999",1246,958,1307,0.434664246823956
"600",29,19,1,"C_999",1022,1153,901,0.530114942528736
"601",0,20,NA,"C_999",4630,3312,NA,0.417023419793503
"602",1,20,0.591972420586063,"C_999",4808,4671,8122,0.492773499314274
"603",2,20,0.528488269536073,"C_999",2996,4865,5669,0.618878005342832
"604",3,20,0.504498849131617,"C_999",2411,2389,4779,0.497708333333333
"605",4,20,0.590887442451183,"C_999",3722,3103,6299,0.454652014652015
"606",5,20,0.550445103857567,"C_999",4452,3865,8088,0.464710833233137
"607",6,20,0.659807750075098,"C_999",4393,4137,6658,0.484994138335287
"608",7,20,0.561493662213087,"C_999",4917,4410,8757,0.472820842714699
"609",8,20,0.672126745435016,"C_999",5006,3054,7448,0.378908188585608
"610",9,20,0.673798752903778,"C_999",5511,4731,8179,0.461921499707088
"611",10,20,0.58339381622877,"C_999",4019,4305,6889,0.51717924074964
"612",11,20,0.428192898781134,"C_999",1616,3616,3774,0.691131498470948
"613",12,20,0.557452229299363,"C_999",2188,2261,3925,0.508204090806923
"614",13,20,0.602118893466745,"C_999",2046,2479,3398,0.547845303867403
"615",14,20,0.507776376628836,"C_999",1208,1987,2379,0.621909233176839
"616",15,20,0.477396726422447,"C_999",1225,1538,2566,0.556641331885632
"617",16,20,0.52078705172961,"C_999",1641,1811,3151,0.524623406720742
"618",17,20,0.40982028241335,"C_999",1277,2199,3116,0.632623705408516
"619",18,20,0.968690702087287,"C_999",1021,1409,1054,0.579835390946502
"620",19,20,0.84949215143121,"C_999",920,1102,1083,0.545004945598417
"621",20,20,1,"C_999",816,702,783,0.462450592885375
"622",21,20,1,"C_999",790,837,755,0.514443761524278
"623",22,20,0.981818181818182,"C_999",702,680,715,0.492040520984081
"624",23,20,0.860125260960334,"C_999",412,598,479,0.592079207920792
"625",24,20,1,"C_999",472,464,301,0.495726495726496
"626",25,20,1,"C_999",548,488,377,0.471042471042471
"627",26,20,1,"C_999",417,471,347,0.530405405405405
"628",27,20,1,"C_999",541,335,447,0.382420091324201
"629",28,20,1,"C_999",636,502,617,0.441124780316344
"630",29,20,1,"C_999",652,599,647,0.478816946442846
"631",0,21,NA,"C_999",1631,1258,NA,0.435444790584977
"632",1,21,0.771067894916411,"C_999",2260,1699,2931,0.429148774943167
"633",2,21,0.691522762951334,"C_999",1762,2260,2548,0.561909497762307
"634",3,21,0.887700534759358,"C_999",1494,1313,1683,0.467759173494834
"635",4,21,1,"C_999",1507,977,1434,0.393317230273752
"636",5,21,0.817958179581796,"C_999",1995,1283,2439,0.391397193410616
"637",6,21,0.826777336701552,"C_999",2291,1681,2771,0.423212487411883
"638",7,21,0.867042707493957,"C_999",2152,1911,2482,0.470342111740094
"639",8,21,0.847637685211071,"C_999",3032,1340,3577,0.306495882891125
"640",9,21,0.923666666666667,"C_999",2771,2006,3000,0.419928825622776
"641",10,21,0.680188124632569,"C_999",2314,2109,3402,0.476825683924938
"642",11,21,0.580752212389381,"C_999",1050,2211,1808,0.678012879484821
"643",12,21,1,"C_999",812,972,644,0.544843049327354
"644",13,21,0.956033676333021,"C_999",1022,1119,1069,0.522652965903783
"645",14,21,0.666347992351816,"C_999",697,1000,1046,0.589275191514437
"646",15,21,0.936708860759494,"C_999",444,734,474,0.623089983022071
"647",16,21,0.944199706314244,"C_999",643,544,681,0.458298230834035
"648",17,21,0.792817679558011,"C_999",574,917,724,0.615023474178404
"649",18,21,1,"C_999",631,807,470,0.561196105702364
"650",19,21,1,"C_999",520,631,390,0.548218940052129
"651",20,21,0.987341772151899,"C_999",546,367,553,0.40197152245345
"652",21,21,1,"C_999",522,516,300,0.497109826589595
"653",22,21,1,"C_999",458,469,321,0.505933117583603
"654",23,21,1,"C_999",326,405,297,0.554035567715458
"655",24,21,1,"C_999",268,308,104,0.534722222222222
"656",25,21,1,"C_999",337,288,184,0.4608
"657",26,21,1,"C_999",361,293,255,0.448012232415902
"658",27,21,1,"C_999",291,292,125,0.500857632933105
"659",28,21,1,"C_999",384,225,316,0.369458128078818
"660",29,21,1,"C_999",448,383,253,0.460890493381468
"661",0,22,NA,"C_999",1250,1085,NA,0.464668094218415
"662",1,22,1,"C_999",1001,813,818,0.448180815876516
"663",2,22,0.799833887043189,"C_999",963,1056,1204,0.523031203566122
"664",3,22,0.964250248262165,"C_999",971,755,1007,0.437427578215527
"665",4,22,1,"C_999",793,721,773,0.476221928665786
"666",5,22,0.997870074547391,"C_999",937,568,939,0.377408637873754
"667",6,22,1,"C_999",1156,839,1156,0.420551378446115
"668",7,22,0.969672785315243,"C_999",1215,1038,1253,0.460719041278296
"669",8,22,1,"C_999",1424,738,1414,0.341350601295097
"670",9,22,0.95485564304462,"C_999",1819,1127,1905,0.38255261371351
"671",10,22,0.728172293364377,"C_999",1251,1053,1718,0.45703125
"672",11,22,0.668273866923819,"C_999",693,1277,1037,0.648223350253807
"673",12,22,1,"C_999",466,641,409,0.579042457091238
"674",13,22,1,"C_999",411,613,199,0.5986328125
"675",14,22,0.666666666666667,"C_999",340,512,510,0.60093896713615
"676",15,22,1,"C_999",320,491,206,0.605425400739827
"677",16,22,1,"C_999",213,328,116,0.606284658040665
"678",17,22,0.940199335548173,"C_999",283,342,301,0.5472
"679",18,22,1,"C_999",285,405,169,0.58695652173913
"680",19,22,1,"C_999",303,407,224,0.573239436619718
"681",20,22,1,"C_999",316,268,252,0.458904109589041
"682",21,22,1,"C_999",313,343,203,0.522865853658537
"683",22,22,1,"C_999",311,277,245,0.47108843537415
"684",23,22,1,"C_999",259,269,189,0.509469696969697
"685",24,22,1,"C_999",241,210,116,0.465631929046563
"686",25,22,1,"C_999",208,228,40,0.522935779816514
"687",26,22,1,"C_999",237,206,131,0.465011286681716
"688",27,22,1,"C_999",293,200,161,0.405679513184584
"689",28,22,1,"C_999",200,194,97,0.49238578680203
"690",29,22,1,"C_999",303,205,179,0.403543307086614
"691",0,23,NA,"C_999",931,868,NA,0.482490272373541
"692",1,23,1,"C_999",574,734,516,0.561162079510703
"693",2,23,1,"C_999",465,591,410,0.559659090909091
"694",3,23,1,"C_999",581,444,519,0.433170731707317
"695",4,23,1,"C_999",637,498,473,0.438766519823789
"696",5,23,1,"C_999",475,399,394,0.456521739130435
"697",6,23,1,"C_999",640,377,560,0.370698131760079
"698",7,23,1,"C_999",632,593,563,0.484081632653061
"699",8,23,1,"C_999",853,463,752,0.351823708206687
"700",9,23,1,"C_999",866,656,768,0.431011826544021
"701",10,23,0.644289450741064,"C_999",739,672,1147,0.476257973068746
"702",11,23,0.6996336996337,"C_999",382,705,546,0.648574057037719
"703",12,23,1,"C_999",358,461,232,0.562881562881563
"704",13,23,1,"C_999",235,433,33,0.648203592814371
"705",14,23,1,"C_999",184,263,148,0.588366890380313
"706",15,23,1,"C_999",186,269,71,0.591208791208791
"707",16,23,1,"C_999",200,247,73,0.552572706935123
"708",17,23,1,"C_999",98,203,10,0.674418604651163
"709",18,23,1,"C_999",183,202,81,0.524675324675325
"710",19,23,1,"C_999",157,233,52,0.597435897435897
"711",20,23,1,"C_999",222,205,98,0.480093676814988
"712",21,23,1,"C_999",195,205,111,0.5125
"713",22,23,1,"C_999",197,226,87,0.534278959810875
"714",23,23,1,"C_999",186,198,113,0.515625
"715",24,23,1,"C_999",176,178,81,0.502824858757062
"716",25,23,1,"C_999",178,149,92,0.45565749235474
"717",26,23,1,"C_999",158,139,69,0.468013468013468
"718",27,23,1,"C_999",205,157,80,0.433701657458564
"719",28,23,1,"C_999",214,118,175,0.355421686746988
"720",29,23,1,"C_999",176,147,53,0.455108359133127
"721",0,24,NA,"C_999",677,589,NA,0.465244865718799
"722",1,24,1,"C_999",459,541,390,0.541
"723",2,24,1,"C_999",278,401,173,0.590574374079529
"724",3,24,1,"C_999",251,290,175,0.536044362292052
"725",4,24,1,"C_999",354,294,287,0.453703703703704
"726",5,24,1,"C_999",423,335,302,0.441952506596306
"727",6,24,1,"C_999",292,317,158,0.520525451559934
"728",7,24,1,"C_999",406,288,352,0.414985590778098
"729",8,24,1,"C_999",470,321,311,0.405815423514539
"730",9,24,1,"C_999",572,430,423,0.429141716566866
"731",10,24,0.687872763419483,"C_999",346,363,503,0.511988716502116
"732",11,24,0.724770642201835,"C_999",237,412,327,0.63482280431433
"733",12,24,1,"C_999",216,261,121,0.547169811320755
"734",13,24,1,"C_999",172,302,56,0.637130801687764
"735",14,24,1,"C_999",98,244,-9,0.713450292397661
"736",15,24,1,"C_999",106,194,-10,0.646666666666667
"737",16,24,1,"C_999",110,167,19,0.602888086642599
"738",17,24,1,"C_999",104,186,14,0.641379310344828
"739",18,24,1,"C_999",66,134,-36,0.67
"740",19,24,1,"C_999",106,133,50,0.556485355648536
"741",20,24,1,"C_999",103,131,26,0.55982905982906
"742",21,24,1,"C_999",144,147,75,0.505154639175258
"743",22,24,1,"C_999",108,142,53,0.568
"744",23,24,1,"C_999",126,169,28,0.572881355932203
"745",24,24,1,"C_999",139,201,-15,0.591176470588235
"746",25,24,1,"C_999",133,120,56,0.474308300395257
"747",26,24,1,"C_999",143,100,78,0.411522633744856
"748",27,24,1,"C_999",142,94,64,0.398305084745763
"749",28,24,1,"C_999",158,119,86,0.429602888086643
"750",29,24,1,"C_999",175,123,91,0.412751677852349
"751",0,25,NA,"C_999",388,481,NA,0.553509781357883
"752",1,25,1,"C_999",301,390,287,0.564399421128799
"753",2,25,1,"C_999",174,341,118,0.662135922330097
"754",3,25,1,"C_999",141,208,70,0.595988538681948
"755",4,25,1,"C_999",132,198,53,0.6
"756",5,25,1,"C_999",217,187,167,0.462871287128713
"757",6,25,1,"C_999",259,283,140,0.522140221402214
"758",7,25,1,"C_999",194,260,32,0.572687224669604
"759",8,25,1,"C_999",304,178,228,0.369294605809129
"760",9,25,1,"C_999",336,299,171,0.470866141732283
"761",10,25,0.604719764011799,"C_999",205,233,339,0.531963470319635
"762",11,25,1,"C_999",135,253,93,0.652061855670103
"763",12,25,1,"C_999",136,225,12,0.623268698060942
"764",13,25,1,"C_999",95,250,-34,0.72463768115942
"765",14,25,1,"C_999",75,133,39,0.639423076923077
"766",15,25,1,"C_999",45,150,-52,0.769230769230769
"767",16,25,1,"C_999",73,99,7,0.575581395348837
"768",17,25,1,"C_999",70,109,1,0.608938547486033
"769",18,25,1,"C_999",72,89,15,0.552795031055901
"770",19,25,1,"C_999",39,102,-36,0.723404255319149
"771",20,25,1,"C_999",73,65,41,0.471014492753623
"772",21,25,1,"C_999",72,137,-34,0.655502392344498
"773",22,25,1,"C_999",91,119,25,0.566666666666667
"774",23,25,1,"C_999",65,120,-12,0.648648648648649
"775",24,25,1,"C_999",275,136,-10,0.330900243309002
"776",25,25,1,"C_999",119,93,46,0.438679245283019
"777",26,25,1,"C_999",117,98,35,0.455813953488372
"778",27,25,1,"C_999",129,88,55,0.405529953917051
"779",28,25,1,"C_999",105,81,61,0.435483870967742
"780",29,25,1,"C_999",144,81,77,0.36
"781",0,26,NA,"C_999",641,1689,NA,0.724892703862661
"782",1,26,1,"C_999",599,1838,-809,0.754205990972507
"783",2,26,1,"C_999",398,1687,-787,0.809112709832134
"784",3,26,1,"C_999",343,1722,-1150,0.833898305084746
"785",4,26,1,"C_999",325,1690,-1206,0.838709677419355
"786",5,26,1,"C_999",315,1356,-899,0.81149012567325
"787",6,26,1,"C_999",285,1349,-817,0.825581395348837
"788",7,26,1,"C_999",347,1211,-667,0.777278562259307
"789",8,26,1,"C_999",405,1129,-588,0.735984354628422
"790",9,26,1,"C_999",521,1919,-1210,0.786475409836066
"791",10,26,1,"C_999",361,1097,-240,0.752400548696845
"792",11,26,1,"C_999",340,1173,-607,0.775280898876405
"793",12,26,1,"C_999",399,1025,-550,0.719803370786517
"794",13,26,1,"C_999",366,1493,-958,0.803119956966111
"795",14,26,1,"C_999",224,1064,-603,0.826086956521739
"796",15,26,1,"C_999",220,1064,-765,0.828660436137072
"797",16,26,1,"C_999",237,918,-653,0.794805194805195
"798",17,26,1,"C_999",237,984,-674,0.805896805896806
"799",18,26,1,"C_999",276,1078,-771,0.79615952732644
"800",19,26,1,"C_999",281,915,-567,0.76505016722408
"801",20,26,1,"C_999",280,795,-475,0.73953488372093
"802",21,26,1,"C_999",275,966,-613,0.778404512489927
"803",22,26,1,"C_999",311,1102,-755,0.779900920028309
"804",23,26,1,"C_999",301,1063,-661,0.779325513196481
"805",24,26,1,"C_999",333,1180,-814,0.77990746860542
"806",25,26,1,"C_999",347,837,-229,0.706925675675676
"807",26,26,1,"C_999",397,938,-472,0.702621722846442
"808",27,26,1,"C_999",521,1038,-524,0.665811417575369
"809",28,26,1,"C_999",488,787,-137,0.617254901960784
"810",29,26,1,"C_999",525,944,-351,0.642614023144997
"811",0,NA,NA,"C_999",0,0,NA,NA
"812",1,NA,0,"C_999",0,0,1749897,NA
"813",2,NA,0,"C_999",0,0,1839788,NA
"814",3,NA,0,"C_999",0,0,1757842,NA
"815",4,NA,0,"C_999",0,0,1735115,NA
"816",5,NA,0,"C_999",0,0,1715394,NA
"817",6,NA,0,"C_999",0,0,1784595,NA
"818",7,NA,0,"C_999",0,0,1798012,NA
"819",8,NA,0,"C_999",0,0,1453059,NA
"820",9,NA,0,"C_999",0,0,1814019,NA
"821",10,NA,0,"C_999",0,0,1751196,NA
"822",11,NA,0,"C_999",0,0,1680054,NA
"823",12,NA,0,"C_999",0,0,1763358,NA
"824",13,NA,0,"C_999",0,0,1790643,NA
"825",14,NA,0,"C_999",0,0,1692573,NA
"826",15,NA,0,"C_999",0,0,1861645,NA
"827",16,NA,0,"C_999",0,0,1651917,NA
"828",17,NA,0,"C_999",0,0,1712904,NA
"829",18,NA,0,"C_999",0,0,1905187,NA
"830",19,NA,0,"C_999",0,0,1749354,NA
"831",20,NA,0,"C_999",0,0,1554327,NA
"832",21,NA,0,"C_999",0,0,1828801,NA
"833",22,NA,0,"C_999",0,0,1693948,NA
"834",23,NA,0,"C_999",0,0,1804985,NA
"835",24,NA,0,"C_999",0,0,1718729,NA
"836",25,NA,0,"C_999",0,0,1758715,NA
"837",26,NA,0,"C_999",0,0,1835077,NA
"838",27,NA,0,"C_999",0,0,1922022,NA
"839",28,NA,0,"C_999",0,0,1608188,NA
"840",29,NA,0,"C_999",0,0,1825086,NA
